msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Household Income,Household Number,Employment Rate,Unemployment Rate,    Total population,Total housing units,        No vehicles available,        1 vehicle available,        2 vehicles available,        3 or more vehicles available,"        Agriculture, forestry, fishing and hunting, and mining",        Construction,        Manufacturing,        Wholesale trade,        Retail trade,"        Transportation and warehousing, and utilities",        Information,"        Finance and insurance, and real estate and rental and leasing","        Professional, scientific, and management, and administrative and waste management services","        Educational services, and health care and social assistance","        Arts, entertainment, and recreation, and accommodation and food services","        Other services, except public administration",        Public administration,GDP,Diesel (gal),Gasoline (gal),Liquefied Petroleum Gas (gal equivalent),Compressed Natural Gas (gal equivalent),Bio-Diesel (gal),Other Fuel (gal/gal equivalent),Electric Propulsion (kwh),Electric Battery (kwh),Diesel (miles),Gasoline (miles),Liquefied Petroleum Gas (miles),Compressed Natural Gas (miles),Other Fuel (miles),Electric Propulsion (miles),Electric Battery (miles)
"Terre Haute, IN",16616.0,46337.0,5.577395281656235,16547.81619300016,0.35711885087511397,2.88348579682234,13660.0,8557.39263599999,23853.0,358.75540334549066,1.054474828272263,0.0104389384983021,3.3153008776538813,2.725506137984594,3.3016965303267054,1.7074104066297318,4.298820431016456,5011.913130418058,311600.0949740484,23.041647321031,4.31219067234,91.1054419682828,0.6451375516661966,0.3642696822145634,3.2563501894938245,0.9983687586621368,3.630431849680497,"50,418","73,479",0.545,0.0559999999999999,"186,580","83,871","5,011","23,819","25,995","18,654","1,912","4,092","14,813","1,729","9,599","4,038","1,030","2,711","4,403","21,697","7,608","4,079","5,097",8867854.0,27344.0,44515.0,0.0,0.0,0.0,0.0,0.0,0.0,207175.0,80374.0,0.0,0.0,0.0,0.0,0.0
"Texarkana, TX-AR",13341.0,34285.0,5.139794618094595,13511.931028999996,0.3941061988916435,2.6517502436099245,9971.0,7027.334818000013,17663.0,397.8562428805986,1.0751089028581886,0.0037932401064371,2.414433182416387,1.804535886505794,2.4453680110141063,1.271795994942602,3.986009426385418,5525.520481228726,524015.6770027313,30.720480403735333,5.115853774233333,95.22122101852788,0.3577334548277142,0.1468057102359015,0.774526678141136,1.0732003644831427,2.4265127737842125,"49,496","55,812",0.507,0.06,"149,482","66,121","3,900","19,456","20,395","12,061","1,142","3,691","7,011","1,598","7,495","3,207",702,"2,872","4,473","15,385","4,681","2,937","4,865",6938427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Villages, FL",10223.0,26561.0,5.196322018976817,4752.9956420000535,0.178946411731488,2.763865792820112,8565.0,2583.5687689999886,14144.0,182.66181907522545,1.093533166420038,0.0540158371040724,6.8104105209501045,5.705875585634123,3.1663749903459997,1.7211350803086798,0.8546191884914744,1501.0842545470832,1253868.99652871,77.9264494758,9.4582542679,78.57987233036489,0.1418551501300338,1.737725589092915,1.3279218220505948,6.852391835448025,11.360233272913549,"59,618","59,076",0.215,0.047,"129,938","72,655","1,903","36,321","16,730","4,122",432,"2,036","1,317",317,"4,422","1,346",363,"1,699","2,741","5,110","3,500","1,795","1,036",4678542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Toledo, OH",27647.0,75045.0,5.428798784678265,19926.451173999638,0.26552669963354836,2.901978514847904,23567.0,10565.00729300007,40058.0,263.7427553297736,1.041253191012017,0.0153527385291327,4.831017991759571,4.1180815644300575,3.481934536604725,1.8461221946523825,37.56338707611287,5722.810398793466,1038942.0011792325,97.107285493695,13.826837373050001,91.16532124738237,1.0737748446115871,0.2868966070050867,2.4969022514202885,0.8376445755165977,4.139460474064079,"53,600","266,939",0.597,0.063,"643,724","303,804","21,073","95,105","99,392","51,369","2,303","17,143","52,697","8,716","35,233","16,720","4,149","13,753","26,849","78,132","30,987","12,819","9,205",40574704.0,0.0,2133.0,0.0,0.0,596805.0,0.0,0.0,0.0,2882554.0,1.0,0.0,0.0,0.0,0.0,0.0
"Topeka, KS",18499.0,50142.0,5.421049786474945,22332.88208600021,0.4453927263770932,2.83604519163198,14886.0,11507.274757999989,26135.0,440.3013108092592,1.0415865712441248,0.0070403673235125,2.169375472097606,1.7456794030836782,2.618974356376932,1.349456706345915,9.135836035899622,8527.338968257534,339749.80150197964,27.555714814806798,5.8538096731288,91.1291273317554,0.8451904852590437,0.0997542418224193,1.8318506225571545,0.7934996508601535,5.300577667745826,"59,815","95,356",0.607,0.04,"232,248","105,347","5,992","29,737","35,572","24,055","1,642","7,924","11,901","2,441","10,807","6,855","1,684","8,465","8,627","28,070","8,214","5,126","9,833",14892058.0,183010.0,24429.0,0.0,0.0,0.0,0.0,0.0,0.0,928159.0,145050.0,0.0,0.0,0.0,0.0,0.0
"Trenton-Princeton, NJ",12072.0,31348.0,5.19350563286945,5487.370191000041,0.17504689903662246,2.8716865473823723,10385.0,3076.6207909999985,17308.0,177.75715224173783,1.0896615039646311,0.0235151375086665,20.3740250395531,17.52685967824378,9.261084962949976,5.1924411061169335,14.264064397595368,592.5191500729007,1743297.4510996898,154.990467604148,23.650083676399998,79.10453748381107,6.709951748404029,0.3140365153407984,3.884769229005971,1.2928218587752576,8.69388316466287,"83,306","131,440",0.6,0.06,"368,085","145,115","14,436","44,029","48,155","24,820",750,"8,598","13,413","5,272","16,341","10,242","3,750","15,148","26,876","47,766","12,550","7,158","11,325",44829460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tucson, AZ",53107.0,129478.0,4.876118025872295,29073.80845899956,0.2245463202937917,2.671719359029883,40283.0,15643.739819999793,71203.0,219.70618962683864,1.0805687378729458,0.0119517436063087,2.232603129330116,1.6934858278344675,1.2222546132733316,0.6576583590968741,77.87811092390632,23787.03106804949,4933843.31304608,472.5447877051,81.29069339320002,85.06597882524474,1.9665457593639992,1.3621578720909235,2.129737177100588,1.7222045109496535,7.753375855250104,"55,023","410,942",0.534,0.068,"1,038,476","463,236","31,233","153,811","150,211","75,687","4,359","28,223","30,669","7,927","53,516","21,611","7,173","26,053","59,147","115,236","49,040","22,118","26,923",57168715.0,698.0,532797.0,0.0,902015.0,1671027.0,0.0,1833440.0,2845.0,6613690.0,3125398.0,0.0,2898522.0,0.0,202583.0,0.0
"Tulsa, OK",64692.0,165762.0,5.124652198107958,47120.82115000033,0.28426793324163757,2.695109132504792,49708.0,24711.587165999965,87157.0,283.52957497389724,1.07091240934608,0.0072053879780166,3.860552055715934,2.966368663598708,2.81197648793756,1.4746857205482076,26.196187081821115,16757.18888551626,982056.4778868832,114.755901664288,21.671723607271428,91.39361806151608,0.3754848382785932,0.1588422550819743,1.1859931986831955,1.3207157679729686,5.5653458784672045,"57,341","384,369",0.603,0.053,"996,141","433,870","21,175","124,033","149,657","89,504","11,472","34,126","56,388","13,579","52,490","29,547","9,774","28,563","45,683","100,133","44,746","25,434","17,034",57031176.0,101722.0,30121.0,0.0,534007.0,0.0,0.0,0.0,0.0,635762.0,301212.0,0.0,3583403.0,0.0,0.0,0.0
"Tuscaloosa, AL",24229.0,57468.0,4.743736844277518,20766.680960000052,0.3613607739959639,2.4960584423624583,16969.0,10756.816455999993,30224.0,355.9031384330331,1.0969287303686377,0.0116794600317628,2.624563125239181,1.838136599619615,2.2495136027579647,1.1652129190384906,21.035989672428254,9231.631644520638,599291.8238268609,38.20495542270175,7.1161593632999995,93.15565770991807,0.6421131359565114,0.2179901129170542,1.0023896824093836,0.3812546744741786,4.600594684324777,"50,871","91,112",0.5479999999999999,0.064,"251,878","114,317","6,001","31,183","33,212","20,716","1,477","8,056","17,222","2,024","12,521","5,130","1,307","4,744","8,445","32,029","10,130","4,773","4,107",14115777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Twin Falls, ID",12685.0,33748.0,5.32093023255814,13625.948382999874,0.4037557302062307,2.696807252660623,9718.0,6909.045495999978,17039.0,405.4842124537812,1.0808763525436602,0.008157755736839,1.935037835787068,1.482435765721618,2.078575141473108,1.0539428020444765,1.4644301641985318,6555.427374803984,418276.4269439235,34.8400724936355,6.47848592615,91.79407666189084,0.2845871523620734,0.0726187906027359,1.6643441738140567,0.7006731958155875,5.48370002551471,"53,944","39,762",0.629,0.034,"110,272","42,375","1,327","10,697","15,685","12,053","5,519","3,081","6,980","1,427","6,789","3,125",538,"2,317","3,451","10,878","3,551","2,271","1,881",5855510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tyler, TX",11964.0,31061.0,5.1924105650284185,9107.481142000062,0.2932127472393053,2.7311935807422265,9462.0,4773.739863999976,16300.0,292.86747631901693,1.07275971541334,0.0057055214723926,4.864055395572169,3.846848224080898,3.702715880041557,1.940800329534189,5.334456020034457,2459.6759343841004,1560032.4153776001,107.0153000011,19.355949530799997,91.4296016918594,0.5233459053299419,0.2972448810533189,0.8069467590562232,1.5203344735841884,5.422526289116939,"59,450","77,809",0.579,0.055,"230,184","91,122","2,978","23,626","33,116","18,089","3,117","8,097","8,034","2,570","12,814","4,881","2,228","4,839","8,927","29,296","9,618","5,773","3,996",13002892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Urban Honolulu, HI",17896.0,42021.0,4.696133214126061,6661.771127999948,0.15853433112015294,2.591417076441663,12829.0,3771.363895000008,23232.0,162.33487840048247,1.0815101166563046,0.0031422176308539,3.1065855831707045,2.2269996896790887,1.1564239016890636,0.6546750505754102,15.999532521541235,5760.665373890853,3693452.236074551,338.63853719689996,63.7054903488,78.55303800081774,7.115589362847693,0.9312973390926278,5.579080321106303,2.69693669768967,5.124058278445962,"87,722","316,928",0.585,0.042,"979,682","352,788","30,116","108,408","109,666","68,738","2,984","33,267","14,550","10,609","52,120","31,410","7,081","30,944","47,422","103,623","65,064","18,935","46,028",79522075.0,5201984.0,1217903.0,0.0,0.0,0.0,0.0,0.0,0.0,22127139.0,7398500.0,0.0,0.0,0.0,0.0,0.0
"Utica-Rome, NY",14308.0,37611.0,5.2573385518591,15364.907732999955,0.4085216487995521,2.748462398658093,11491.0,7998.0334459999285,19594.0,408.1878863937904,1.066671131644238,0.0127079718281106,2.0357805401732145,1.634970239525469,2.186160201593392,1.1379816081228105,12.82321167144304,7028.262485887895,803668.6693624775,62.196286894050004,9.6821134892255,88.59759507829978,1.0540952025851356,0.0567051951280139,3.750310713397962,0.8039709172259508,5.737322893363162,"58,983","115,768",0.557,0.048,"290,812","139,309","11,972","42,363","42,835","18,598","2,033","7,076","13,265","2,508","15,080","5,646","1,386","9,460","10,341","39,110","11,317","5,541","8,978",16406031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Valdosta, GA",9764.0,25385.0,5.199713232281852,10510.568975999928,0.414046443805394,2.7734535026628437,7900.0,5494.799977999987,13492.0,407.2635619626436,1.0687692532579054,0.0035576638007708,2.313845385338634,1.8721198836721844,2.4907652112249945,1.3021423159006653,11.824349985509656,4219.8152313323335,297397.3439938335,24.071577809435247,4.5402453976037505,92.0337364735837,0.3071292170591979,0.4328453214513049,2.8485041374920432,1.47040101845958,2.9073838319541694,"43,859","54,469",0.521,0.057,"146,462","62,572","4,684","17,870","20,411","11,504","1,384","3,678","5,222","1,561","9,178","2,972",989,"2,403","5,589","14,504","6,482","2,711","3,562",7729599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vallejo, CA",17163.0,42028.0,4.897512089960962,8698.953984000005,0.2069799653564292,2.6702790887374004,12913.0,4798.696477000023,23013.0,208.52111749880603,1.0904844738719617,0.0030417590057793,7.290365145078447,5.485083325665559,3.6950737588763576,2.038352825131487,28.269240697577334,2354.2030691818413,2577349.3488159003,68.0006676265,36.457851246,88.51280616355417,2.7358731782152903,0.2518296242335358,1.1925724733818015,0.9262698822382924,6.380648678376905,"84,638","151,191",0.5870000000000001,0.059,"444,538","159,055","7,147","39,294","54,702","50,048","2,840","17,492","17,504","4,711","23,454","13,859","4,029","11,930","19,925","49,263","19,589","9,778","15,062",35970293.0,458985.0,49048.0,0.0,335189.0,0.0,0.0,0.0,18249.0,2284864.0,324053.0,0.0,988700.0,0.0,0.0,22557.0
"Victoria, TX",6660.0,17203.0,5.166066066066066,6968.803527000047,0.405092340115099,2.725525525525525,5099.0,3709.5744719999966,9048.0,409.98833687002616,1.0724459541085918,0.0036472148541114,1.4714925791673876,1.1265976968730496,1.539721122470884,0.8196113074199364,2.439616919741074,4526.016708673052,539098.15675086,31.1750434941,4.98288487545,91.09052669262093,0.8211393028146954,0.2908667830133798,1.7452006980802792,0.5906833131964022,5.461583210274309,"58,629","35,360",0.586,0.051,"99,622","41,044","2,268","11,494","14,172","7,426","2,490","3,814","4,566","1,616","5,819","2,003",597,"2,221","3,367","11,071","4,119","2,245","1,336",5286399.0,19396.0,127787.0,0.0,0.0,0.0,0.0,0.0,0.0,31448.0,864765.0,0.0,0.0,0.0,0.0,0.0
"Vineland-Bridgeton, NJ",5702.0,15326.0,5.375657663977552,4378.557083999988,0.2856947072947924,2.782532444756226,4526.0,2244.348112,7896.0,284.2386160081054,1.0394874558156046,0.0035460992907801,3.2928606205146127,2.6137297734916056,2.5285826370710023,1.2960935665961277,3.685095110667702,1731.625069241128,650852.9672017,63.522723934,8.85043766,91.99367519042436,1.725720892274211,0.2754352557127312,1.497891730141458,1.6203073993471164,2.8869695321001085,"55,709","50,947",0.512,0.08,"150,085","56,411","5,151","16,835","17,570","11,391","2,215","4,037","7,200","2,590","7,092","3,975",547,"1,674","5,147","16,041","3,289","2,040","4,522",7946208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Visalia, CA",17815.0,47109.0,5.288689306763963,17903.98095199979,0.3800543622662292,2.8063429694078024,14039.0,9315.135918999991,24959.0,373.2175134821103,1.0853045950802922,0.003966505068312,1.420534567268127,1.1194434347391096,1.4276297408939551,0.7427714045321604,3.0153419129209564,12541.05349527718,2276929.559166,74.2140787821,31.641106345999997,92.187194484947,0.6256948285205111,0.2463673387299512,1.4178691739152296,1.2463617521689825,4.276512421718314,"52,534","139,044",0.546,0.099,"463,955","150,079","7,394","41,134","51,798","38,718","28,627","10,863","15,074","6,000","20,382","9,021","2,062","5,252","12,541","39,809","15,326","8,228","10,691",22358749.0,0.0,12241.0,0.0,649804.0,0.0,0.0,0.0,0.0,0.0,110267.0,0.0,2201314.0,0.0,0.0,0.0
"Waco, TX",18023.0,47123.0,5.22920712423015,14757.990828999888,0.31318020561084586,2.813848970759585,14554.0,7858.959237999944,25300.0,310.6307999209464,1.0622226946221485,0.0032411067193675,3.793927390089483,3.0636863582845444,3.106627399924101,1.6543483721158943,17.628562798165728,4750.486276326683,1093301.7183482898,60.958141492050004,12.05478143045,91.86909638050656,0.5901529716626265,0.1504639304522277,1.9685697567499791,0.9044554041628352,4.51726155646577,"49,534","96,974",0.573,0.047,"271,326","110,079","6,072","32,323","36,761","21,818","1,723","9,115","13,830","3,358","15,318","7,127","1,381","7,137","9,337","30,885","10,607","6,129","5,652",15285963.0,189872.0,19157.0,0.0,0.0,0.0,0.0,0.0,0.0,1662777.0,422856.0,0.0,0.0,0.0,0.0,0.0
"Walla Walla, WA",3424.0,9202.0,5.375,4098.645922999999,0.4454081637687458,2.7578855140186915,2702.0,2101.347819000001,4701.0,447.0001742182517,1.0914411892291,0.0017017655817911,1.018888699606684,0.8040412576919567,1.2196448640869468,0.6253036059352375,3.489404957913546,3360.5240703147933,346419.94645146996,37.686202484003005,7.7453099413,81.5420200462606,1.002313030069391,1.0601387818041634,6.873554356206631,1.2297609868928296,8.292212798766384,"60,615","22,773",0.539,0.055,"60,785","24,871","1,620","5,960","8,673","6,520","1,813","1,516","2,076",483,"2,390","1,240",403,993,"1,842","8,232","2,583","1,133","1,859",4105998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Warner Robins, GA",9747.0,24057.0,4.93628808864266,5928.683340000039,0.2464431699713197,2.6006976505591464,7243.0,3156.8295679999906,12655.0,249.45314642433743,1.0809452218693234,0.0035559067562228,7.0762931914744085,5.258396592371924,4.3042065818457,2.291848935947823,16.33509039616899,1377.4160759397712,615904.1970953001,41.43897198045,9.4789267133215,93.98624625748504,0.2339071856287425,0.2689932634730539,0.858439371257485,1.0736339820359282,3.5787799401197606,"63,074","68,257",0.581,0.061,"182,819","75,710","3,656","20,563","26,624","17,414",664,"3,996","7,136","1,119","10,896","4,591","1,008","4,250","7,418","17,970","7,638","3,294","12,830",12233930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Waterloo-Cedar Falls, IA",9956.0,28493.0,5.723784652470872,11869.636500000077,0.41658079177342067,3.0415829650462034,8506.0,6279.409101999985,15067.0,416.7657199176999,1.0238995740789594,0.0026548085219353,2.5410625592115967,2.17098012541722,3.0294785959824804,1.602688967764632,5.020842376425263,3918.046001625793,346514.23582598596,30.007694062223635,5.164006162133334,88.53557462207436,0.4190743010564408,0.3396953248117668,3.751823965446799,0.5813342672036421,6.372497519406993,"58,996","68,165",0.6409999999999999,0.048,"169,107","74,277","4,350","20,723","25,502","17,590","1,866","5,063","15,091","2,316","11,411","3,634",979,"5,213","6,696","22,038","7,571","3,490","2,006",11356380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Watertown-Fort Drum, NY",6856.0,17587.0,5.130396732788798,8518.697989000044,0.48437470796611387,2.6397316219369893,5211.0,4387.307742,9012.0,486.8295319573901,1.0576788615713912,0.0093209054593874,1.5100126232870956,1.1477065023262916,1.8762166711435921,0.9662908507387988,13.6701088314011,4540.359394529699,711442.896207491,77.851960765554,6.799093333671,86.03377984857309,0.5629974762182101,0.036886041545331,5.179576781207532,1.8773053775965831,6.309454474859251,"54,726","43,046",0.492,0.0579999999999999,"111,454","60,119","3,885","15,398","17,382","6,381",818,"2,916","2,914",730,"6,204","1,580",785,"1,631","3,083","11,599","4,128","1,870","4,550",9891009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wausau-Weston, WI",12612.0,32426.0,5.142086901363781,15658.892097999877,0.48291161715906605,2.7678401522359657,9743.0,8165.941753000009,17359.0,470.41544749121545,1.0483577473891763,0.0045509533959329,1.9604071885075844,1.5144503042839672,2.434015590943829,1.2693126318994166,4.471725752315207,6433.35735245964,698398.066989515,64.651743807239,9.779463172499998,89.562515744395,0.3730671880810431,0.1871333805165361,2.1736261890766886,0.8061130237635402,6.897544474167197,"62,237","68,652",0.645,0.031,"163,172","76,857","3,591","18,716","28,743","17,602","2,838","4,602","17,417","2,951","9,276","3,608",874,"7,367","5,047","20,211","5,311","3,185","2,169",11329867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Weirton-Steubenville, WV-OH",8704.0,21599.0,4.963005514705882,5935.133938999991,0.2747874410389365,2.5600873161764706,6297.0,3098.5085940000026,11084.0,279.54787026344303,1.1109387237413884,0.008751353302057,5.687637103854356,4.114780657510441,3.8783189347198537,2.024723396811352,3.6986300866798207,1530.3367358127573,159777.01121742133,16.814554114073,3.253296476233333,89.36012352363191,0.6597284886402375,0.0220577914135033,3.984439230784656,0.994605867372516,4.979045098157172,"47,525","50,009",0.52,0.059,"117,223","57,554","4,458","17,865","17,926","9,760","1,423","3,161","5,999",984,"6,761","3,765",637,"2,443","4,052","12,672","4,598","2,199","2,105",5681379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wenatchee, WA",8685.0,21675.0,4.991364421416235,13661.692074000144,0.6302972121799374,2.5503742084052963,6186.0,6879.99096099998,11067.0,621.6672052950195,1.1767039834553596,0.0046986536550103,0.6922861255112478,0.4930894614176832,1.0889809872006082,0.5484078625150355,3.77045582488101,12545.390814507797,359626.802404409,45.169863160161995,8.70193716485,86.48476695993601,0.8325456264087835,0.5180687849923653,3.1102304951646915,3.177488547953174,5.876899585544972,"62,894","44,818",0.599,0.039,"119,173","55,427","2,080","12,189","15,895","14,654","7,577","3,852","2,565","2,354","6,614","2,919",589,"2,169","4,061","12,331","5,844","2,686","2,302",7846657.0,196634.0,95814.0,15730.0,0.0,0.0,0.0,0.0,397760.0,1121699.0,502034.0,0.0,0.0,181285.0,0.0,0.0
"Wheeling, WV-OH",15363.0,36633.0,4.768990431556337,9922.684814999895,0.2708673822782709,2.435396732409034,10404.0,5134.0744919999825,18644.0,275.37408774940906,1.1286399193597705,0.0074554816562969,6.1662314142964325,4.175842715247028,3.9826577374480596,2.0606581667583344,2.613502595896261,2491.473149123275,309684.7802266567,23.17720093747053,4.2455629775,92.940128116751,0.6372211106814398,0.1294618087664139,2.3773895791650554,0.2908687391764884,3.6249306454595898,"49,928","55,376",0.518,0.053,"140,199","68,834","4,854","19,675","19,969","10,878","3,130","3,945","4,523","1,424","8,228","3,544",608,"2,768","4,641","15,874","6,365","2,474","2,983",9584739.0,114593.0,36495.0,0.0,0.0,0.0,0.0,0.0,0.0,543237.0,98694.0,0.0,0.0,0.0,0.0,0.0
