msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Income,Employment Rate,Unemployment Rate,    Total population,Total housing units
"Tucson, AZ",53107,129478,4.876118025872295,29073.80845899956,0.2245463202937917,2.671719359029883,40283,15643.739819999793,71203,219.70618962683864,1.0805687378729458,0.0119517436063087,2.232603129330116,1.6934858278344675,1.2222546132733316,0.6576583590968741,77.87811092390632,23787.03106804949,4933843.31304608,472.5447877051,81.29069339320002,85.06597882524474,1.9665457593639992,1.3621578720909235,2.129737177100588,1.7222045109496535,7.753375855250104,"55,023",0.534,0.068,"1,038,476","463,236"
"Tulsa, OK",64692,165762,5.124652198107958,47120.82115000033,0.28426793324163757,2.695109132504792,49708,24711.587165999965,87157,283.52957497389724,1.07091240934608,0.0072053879780166,3.860552055715934,2.966368663598708,2.81197648793756,1.4746857205482076,26.196187081821115,16757.18888551626,982056.4778868832,114.755901664288,21.671723607271428,91.39361806151608,0.3754848382785932,0.1588422550819743,1.1859931986831955,1.3207157679729686,5.5653458784672045,"57,341",0.603,0.053,"996,141","433,870"
"Twin Falls, ID",12685,33748,5.32093023255814,13625.948382999874,0.4037557302062307,2.696807252660623,9718,6909.045495999978,17039,405.4842124537812,1.0808763525436602,0.008157755736839,1.935037835787068,1.482435765721618,2.078575141473108,1.0539428020444765,1.4644301641985318,6555.427374803984,418276.4269439235,34.8400724936355,6.47848592615,91.79407666189084,0.2845871523620734,0.0726187906027359,1.6643441738140567,0.7006731958155875,5.48370002551471,"53,944",0.629,0.034,"110,272","42,375"
"Tyler, TX",11964,31061,5.1924105650284185,9107.481142000062,0.2932127472393053,2.7311935807422265,9462,4773.739863999976,16300,292.86747631901693,1.07275971541334,0.0057055214723926,4.864055395572169,3.846848224080898,3.702715880041557,1.940800329534189,5.334456020034457,2459.6759343841004,1560032.4153776001,107.0153000011,19.355949530799997,91.4296016918594,0.5233459053299419,0.2972448810533189,0.8069467590562232,1.5203344735841884,5.422526289116939,"59,450",0.579,0.055,"230,184","91,122"
"Tuscaloosa, AL",24229,57468,4.743736844277518,20766.680960000052,0.3613607739959639,2.4960584423624583,16969,10756.816455999993,30224,355.9031384330331,1.0969287303686377,0.0116794600317628,2.624563125239181,1.838136599619615,2.2495136027579647,1.1652129190384906,21.035989672428254,9231.631644520638,599291.8238268609,38.20495542270175,7.1161593632999995,93.15565770991807,0.6421131359565114,0.2179901129170542,1.0023896824093836,0.3812546744741786,4.600594684324777,"50,871",0.5479999999999999,0.064,"251,878","114,317"
"Utica-Rome, NY",14308,37611,5.2573385518591,15364.907732999955,0.4085216487995521,2.748462398658093,11491,7998.0334459999285,19594,408.1878863937904,1.066671131644238,0.0127079718281106,2.0357805401732145,1.634970239525469,2.186160201593392,1.1379816081228105,12.82321167144304,7028.262485887895,803668.6693624775,62.196286894050004,9.6821134892255,88.59759507829978,1.0540952025851356,0.0567051951280139,3.750310713397962,0.8039709172259508,5.737322893363162,"58,983",0.557,0.048,"290,812","139,309"
"Valdosta, GA",9764,25385,5.199713232281852,10510.568975999928,0.414046443805394,2.7734535026628437,7900,5494.799977999987,13492,407.2635619626436,1.0687692532579054,0.0035576638007708,2.313845385338634,1.8721198836721844,2.4907652112249945,1.3021423159006653,11.824349985509656,4219.8152313323335,297397.3439938335,24.071577809435247,4.5402453976037505,92.0337364735837,0.3071292170591979,0.4328453214513049,2.8485041374920432,1.47040101845958,2.9073838319541694,"43,859",0.521,0.057,"146,462","62,572"
"Vallejo, CA",17163,42028,4.897512089960962,8698.953984000005,0.2069799653564292,2.6702790887374004,12913,4798.696477000023,23013,208.52111749880603,1.0904844738719617,0.0030417590057793,7.290365145078447,5.485083325665559,3.6950737588763576,2.038352825131487,28.269240697577334,2354.2030691818413,2577349.3488159003,68.0006676265,36.457851246,88.51280616355417,2.7358731782152903,0.2518296242335358,1.1925724733818015,0.9262698822382924,6.380648678376905,"84,638",0.5870000000000001,0.059,"444,538","159,055"
"Victoria, TX",6660,17203,5.166066066066066,6968.803527000047,0.405092340115099,2.725525525525525,5099,3709.5744719999966,9048,409.98833687002616,1.0724459541085918,0.0036472148541114,1.4714925791673876,1.1265976968730496,1.539721122470884,0.8196113074199364,2.439616919741074,4526.016708673052,539098.15675086,31.1750434941,4.98288487545,91.09052669262093,0.8211393028146954,0.2908667830133798,1.7452006980802792,0.5906833131964022,5.461583210274309,"58,629",0.586,0.051,"99,622","41,044"
"Vineland-Bridgeton, NJ",5702,15326,5.375657663977552,4378.557083999988,0.2856947072947924,2.782532444756226,4526,2244.348112,7896,284.2386160081054,1.0394874558156046,0.0035460992907801,3.2928606205146127,2.6137297734916056,2.5285826370710023,1.2960935665961277,3.685095110667702,1731.625069241128,650852.9672017,63.522723934,8.85043766,91.99367519042436,1.725720892274211,0.2754352557127312,1.497891730141458,1.6203073993471164,2.8869695321001085,"55,709",0.512,0.08,"150,085","56,411"
"Urban Honolulu, HI",17896,42021,4.696133214126061,6661.771127999948,0.15853433112015294,2.591417076441663,12829,3771.363895000008,23232,162.33487840048247,1.0815101166563046,0.0031422176308539,3.1065855831707045,2.2269996896790887,1.1564239016890636,0.6546750505754102,15.999532521541235,5760.665373890853,3693452.236074551,338.63853719689996,63.7054903488,78.55303800081774,7.115589362847693,0.9312973390926278,5.579080321106303,2.69693669768967,5.124058278445962,"87,722",0.585,0.042,"979,682","352,788"
"Visalia, CA",17815,47109,5.288689306763963,17903.98095199979,0.3800543622662292,2.8063429694078024,14039,9315.135918999991,24959,373.2175134821103,1.0853045950802922,0.003966505068312,1.420534567268127,1.1194434347391096,1.4276297408939551,0.7427714045321604,3.0153419129209564,12541.05349527718,2276929.559166,74.2140787821,31.641106345999997,92.187194484947,0.6256948285205111,0.2463673387299512,1.4178691739152296,1.2463617521689825,4.276512421718314,"52,534",0.546,0.099,"463,955","150,079"
"Waco, TX",18023,47123,5.22920712423015,14757.990828999888,0.31318020561084586,2.813848970759585,14554,7858.959237999944,25300,310.6307999209464,1.0622226946221485,0.0032411067193675,3.793927390089483,3.0636863582845444,3.106627399924101,1.6543483721158943,17.628562798165728,4750.486276326683,1093301.7183482898,60.958141492050004,12.05478143045,91.86909638050656,0.5901529716626265,0.1504639304522277,1.9685697567499791,0.9044554041628352,4.51726155646577,"49,534",0.573,0.047,"271,326","110,079"
"Walla Walla, WA",3424,9202,5.375,4098.645922999999,0.4454081637687458,2.7578855140186915,2702,2101.347819000001,4701,447.0001742182517,1.0914411892291,0.0017017655817911,1.018888699606684,0.8040412576919567,1.2196448640869468,0.6253036059352375,3.489404957913546,3360.5240703147933,346419.94645146996,37.686202484003005,7.7453099413,81.5420200462606,1.002313030069391,1.0601387818041634,6.873554356206631,1.2297609868928296,8.292212798766384,"60,615",0.539,0.055,"60,785","24,871"
"Warner Robins, GA",9747,24057,4.93628808864266,5928.683340000039,0.2464431699713197,2.6006976505591464,7243,3156.8295679999906,12655,249.45314642433743,1.0809452218693234,0.0035559067562228,7.0762931914744085,5.258396592371924,4.3042065818457,2.291848935947823,16.33509039616899,1377.4160759397712,615904.1970953001,41.43897198045,9.4789267133215,93.98624625748504,0.2339071856287425,0.2689932634730539,0.858439371257485,1.0736339820359282,3.5787799401197606,"63,074",0.581,0.061,"182,819","75,710"
"Waterloo-Cedar Falls, IA",9956,28493,5.723784652470872,11869.636500000077,0.41658079177342067,3.0415829650462034,8506,6279.409101999985,15067,416.7657199176999,1.0238995740789594,0.0026548085219353,2.5410625592115967,2.17098012541722,3.0294785959824804,1.602688967764632,5.020842376425263,3918.046001625793,346514.23582598596,30.007694062223635,5.164006162133334,88.53557462207436,0.4190743010564408,0.3396953248117668,3.751823965446799,0.5813342672036421,6.372497519406993,"58,996",0.6409999999999999,0.048,"169,107","74,277"
"Watertown-Fort Drum, NY",6856,17587,5.130396732788798,8518.697989000044,0.48437470796611387,2.6397316219369893,5211,4387.307742,9012,486.8295319573901,1.0576788615713912,0.0093209054593874,1.5100126232870956,1.1477065023262916,1.8762166711435921,0.9662908507387988,13.6701088314011,4540.359394529699,711442.896207491,77.851960765554,6.799093333671,86.03377984857309,0.5629974762182101,0.036886041545331,5.179576781207532,1.8773053775965831,6.309454474859251,"54,726",0.492,0.0579999999999999,"111,454","60,119"
"Wausau-Weston, WI",12612,32426,5.142086901363781,15658.892097999877,0.48291161715906605,2.7678401522359657,9743,8165.941753000009,17359,470.41544749121545,1.0483577473891763,0.0045509533959329,1.9604071885075844,1.5144503042839672,2.434015590943829,1.2693126318994166,4.471725752315207,6433.35735245964,698398.066989515,64.651743807239,9.779463172499998,89.562515744395,0.3730671880810431,0.1871333805165361,2.1736261890766886,0.8061130237635402,6.897544474167197,"62,237",0.645,0.031,"163,172","76,857"
"Weirton-Steubenville, WV-OH",8704,21599,4.963005514705882,5935.133938999991,0.2747874410389365,2.5600873161764706,6297,3098.5085940000026,11084,279.54787026344303,1.1109387237413884,0.008751353302057,5.687637103854356,4.114780657510441,3.8783189347198537,2.024723396811352,3.6986300866798207,1530.3367358127573,159777.01121742133,16.814554114073,3.253296476233333,89.36012352363191,0.6597284886402375,0.0220577914135033,3.984439230784656,0.994605867372516,4.979045098157172,"47,525",0.52,0.059,"117,223","57,554"
"Wenatchee, WA",8685,21675,4.991364421416235,13661.692074000144,0.6302972121799374,2.5503742084052963,6186,6879.99096099998,11067,621.6672052950195,1.1767039834553596,0.0046986536550103,0.6922861255112478,0.4930894614176832,1.0889809872006082,0.5484078625150355,3.77045582488101,12545.390814507797,359626.802404409,45.169863160161995,8.70193716485,86.48476695993601,0.8325456264087835,0.5180687849923653,3.1102304951646915,3.177488547953174,5.876899585544972,"62,894",0.599,0.039,"119,173","55,427"
"Wheeling, WV-OH",15363,36633,4.768990431556337,9922.684814999895,0.2708673822782709,2.435396732409034,10404,5134.0744919999825,18644,275.37408774940906,1.1286399193597705,0.0074554816562969,6.1662314142964325,4.175842715247028,3.9826577374480596,2.0606581667583344,2.613502595896261,2491.473149123275,309684.7802266567,23.17720093747053,4.2455629775,92.940128116751,0.6372211106814398,0.1294618087664139,2.3773895791650554,0.2908687391764884,3.6249306454595898,"49,928",0.518,0.053,"140,199","68,834"
"Virginia Beach-Norfolk-Newport News, VA-NC",85952,203538,4.7360852568875655,39071.527426000204,0.1919618323163253,2.5908413998510795,61211,21436.9987299999,111473,192.30664582454853,1.0746105033215962,0.0111506822279834,6.042055609323559,4.302869809920704,2.7465601899793355,1.5069287325909568,140.59550213071495,14225.62213220391,204989.26966137945,24.125715737662613,3.6526587066433445,87.8849554531836,1.532275322978498,0.3404931124201705,3.2830609463523426,1.517294977642116,5.441920187423268,"68,454",0.5760000000000001,0.055,"1,768,956","739,434"
"Wichita, KS",37320,101278,5.427545551982851,34553.42439800111,0.3411740397519808,2.842175777063237,29720,18021.43339799992,52982,340.1425653618195,1.0331622292022948,0.004945075686082,3.4456935244448026,2.743998165769012,3.190260200846342,1.663888970008082,19.06748005557057,10830.911030026473,990830.5770868819,80.43194728165875,15.5659338958,91.94531755418907,0.4391324520188984,0.3865280437041345,1.6362911604989905,1.0350979226159749,4.557632866972926,"58,333",0.624,0.05,"639,668","273,561"
"Wichita Falls, TX",14484,38232,5.27920463960232,15730.86867100005,0.41145816779138017,2.8173847003590167,11665,8224.398849999929,20372,403.7109193991719,1.084307924015695,0.0045650893383074,2.108018009279986,1.6977375088546698,2.289488708926154,1.1969884625311693,5.74118140519022,6870.909041686579,375171.3118066934,23.018980690133333,4.152178631866666,85.8138349102034,0.4234887541782335,0.2067871508696391,7.226219477649992,1.6670443600929126,4.662625347005835,"51,099",0.544,0.044,"151,352","65,512"
"Williamsport, PA",8184,20840,5.0928641251221896,8174.931483999984,0.3922711844529743,2.64613880742913,6138,4222.530199000009,10769,392.100492060545,1.1118182087865145,0.0061287027579162,2.538127685220235,1.9035957639151764,2.535315240019416,1.3095455522678925,2.5462353643815314,3224.42406962275,603665.91730846,65.189180684698,12.812627989200001,90.1474801469033,1.0748553079393155,0.4384025227373238,3.199569288749592,0.7422077797219605,4.397484953948507,"54,906",0.564,0.051,"114,014","53,533"
"Wilmington, NC",16040,38442,4.7932668329177055,8934.181166000095,0.23240677295666445,2.5452618453865337,11270,4726.978221999987,20450,231.1480793154028,1.0715568050820756,0.0111980440097799,4.900598268510587,3.443250778436054,2.7296030394426407,1.4442033223204733,15.877806118581685,3273.069760291727,737625.354703689,66.2163629218935,13.4718516932665,87.28475873663125,0.4070536895947348,0.3076152663018207,1.570268626819759,0.5157921093107272,9.914511571341704,"57,488",0.583,0.0559999999999999,"293,339","142,686"
"Winchester, VA-WV",10983,24980,4.548848219976327,8300.458817000102,0.3322841800240233,2.3736683966129477,7073,4318.722220999996,12997,332.286083019158,1.1181766552248404,0.0121566515349696,3.958971422093331,2.54955885172231,2.9920130425900053,1.55674204251101,4.779176542584163,2774.2054258610106,450576.0148303635,55.23114703698315,6.038796449,90.57542390875724,0.3412503412503412,0.0985834319167652,1.8033184699851368,0.6627839961173294,6.518639851973185,"69,417",0.595,0.043,"139,270","60,844"
"Winston-Salem, NC",42157,97526,4.626799819721517,25720.85765199945,0.2637333393351461,2.4142609768247265,27983,13434.447081000051,50826,264.3223366190542,1.0769206635671718,0.0078109628930075,7.984148726263521,5.299723267951517,4.871294277596053,2.544360925820652,15.660219601118715,5280.087013074584,806124.2415832679,77.20144274147358,17.153562666935198,91.13906611339816,0.5894605632185793,0.1269455970871398,1.361302914500336,0.9276541306522772,5.855570681143495,"52,607",0.5720000000000001,0.05,"671,156","300,968"
"Yakima, WA",10920,28902,5.293406593406593,14155.026874000036,0.4897594240537,2.709981684981685,8275,7249.500451999976,14773,490.7263556488171,1.11954945108309,0.0040614634806742,0.9785049543345148,0.7414952836188745,1.2683849748120175,0.6496036729608314,15.7729790336902,11159.882177016403,1332426.50037341,151.627667628499,32.0854811426,92.85549377609328,0.2578063374184735,0.3039806068068569,1.3361679204263424,1.0610462319872251,4.18550512726783,"54,917",0.58,0.064,"250,649","89,354"
"Worcester, MA-CT",38037,95787,5.036517075479138,24604.031211000372,0.25686190413104465,2.6579383232116096,29828,12894.683513999977,50471,255.48698290107143,1.077186707233125,0.0174159418279804,6.986970190977859,5.479068981688555,4.519484518998566,2.3686087055869667,74.4159610576783,5443.990593965386,2333313.226772765,169.85238166675,31.5916402819,85.95070899757738,1.7551290087587037,0.2007555864265506,2.841284496925136,1.4991021058159824,7.753019804496247,"75,705",0.627,0.051,"943,312","386,373"
"York-Hanover, PA",16622,44476,5.351461917940079,13291.255850999936,0.298841079481067,2.7811935988449044,13507,6831.2046739999905,23064,296.18473265695417,1.0805336664597995,0.0062868539715574,7.049713746135795,5.728581612865852,5.637080319829266,2.897246871192686,18.432839073861132,2357.826232180154,2067360.2114782073,219.9754925947,47.809417099600005,91.06035491199464,0.7687200495015966,0.2384748449687679,1.4019430279982117,0.7696233633082965,5.760883802228475,"68,940",0.627,0.046,"447,628","184,896"
"Yuba City, CA",8419,21665,5.146692006176505,7925.868395000038,0.3658374518809157,2.6784653759353843,6360,4094.273240000004,11260,363.6121882770874,1.0841514470800526,0.0022202486678507,2.597364532062716,1.9621378339373885,2.445227396955689,1.263133400421607,1.5940760175752453,3241.362502672657,288696.43436585995,7.997357688249999,3.84967807065,90.79556358299938,0.8170119094654852,0.2652819326071005,1.2770220691990744,0.989162950838178,5.855957554890783,"61,655",0.529,0.074,"173,839","63,026"
"Youngstown-Warren-Boardman, OH-PA",24885,66650,5.356640546513964,19738.540791000218,0.29615214990247885,2.7947357846092022,19982,10381.621774999974,34674,299.4065228990014,1.0447781676727863,0.0060852511968622,5.511547930862431,4.425627918605309,4.371706395615067,2.2993291546312022,15.89755006381368,4515.065515561264,1022715.3651003597,100.22097520127433,15.492663858217666,91.12694578867296,0.97214223704455,0.0764992564959902,1.5759706380381808,1.4032026542663378,4.845239425481989,"48,020",0.535,0.064,"538,115","259,266"
