# Title: January - December 2020 Contiguous U.S. County Cooling Degree Days
# Units: Fahrenheit Degree-Days
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
OK-089,McCurtain County,Oklahoma,1854,72,79,1782
OK-091,McIntosh County,Oklahoma,1871,-163,32,2034
OK-093,Major County,Oklahoma,1776,-101,39,1877
OK-095,Marshall County,Oklahoma,2075,-156,38,2231
OK-097,Mayes County,Oklahoma,1621,-253,17,1874
OK-099,Murray County,Oklahoma,1843,-263,15,2106
OK-101,Muskogee County,Oklahoma,1837,-173,31,2010
OK-103,Noble County,Oklahoma,1781,-110,42,1891
OK-105,Nowata County,Oklahoma,1622,-182,31,1804
OK-107,Okfuskee County,Oklahoma,1825,-149,36,1974
OK-109,Oklahoma County,Oklahoma,1799,-174,30,1973
OK-111,Okmulgee County,Oklahoma,1865,-157,36,2022
OK-113,Osage County,Oklahoma,1646,-148,38,1794
OK-115,Ottawa County,Oklahoma,1630,-48,56,1678
OK-117,Pawnee County,Oklahoma,1754,-135,38,1889
OK-119,Payne County,Oklahoma,1788,-139,35,1927
OK-121,Pittsburg County,Oklahoma,1864,-156,34,2020
OK-123,Pontotoc County,Oklahoma,1795,-225,19,2020
OK-125,Pottawatomie County,Oklahoma,1777,-233,23,2010
OK-127,Pushmataha County,Oklahoma,1850,-10,60,1860
OK-129,Roger Mills County,Oklahoma,1859,114,86,1745
OK-131,Rogers County,Oklahoma,1715,-177,31,1892
OK-133,Seminole County,Oklahoma,1786,-206,27,1992
OK-135,Sequoyah County,Oklahoma,1785,-100,43,1885
OK-137,Stephens County,Oklahoma,1939,-182,31,2121
OK-139,Texas County,Oklahoma,1530,90,85,1440
OK-141,Tillman County,Oklahoma,2221,-33,54,2254
OK-143,Tulsa County,Oklahoma,1820,-122,40,1942
OK-145,Wagoner County,Oklahoma,1819,-179,33,1998
OK-147,Washington County,Oklahoma,1652,-148,36,1800
OK-149,Washita County,Oklahoma,1902,-18,57,1920
OK-151,Woods County,Oklahoma,1667,-103,42,1770
OK-153,Woodward County,Oklahoma,1672,-48,54,1720
OR-001,Baker County,Oregon,295,83,108,212
OR-003,Benton County,Oregon,293,125,119,168
OR-005,Clackamas County,Oregon,140,51,108,89
OR-007,Clatsop County,Oregon,44,34,118,10
OR-009,Columbia County,Oregon,171,82,115,89
OR-011,Coos County,Oregon,124,94,124,30
OR-013,Crook County,Oregon,252,121,118,131
OR-015,Curry County,Oregon,237,160,126,77
OR-017,Deschutes County,Oregon,140,64,115,76
OR-019,Douglas County,Oregon,270,139,120,131
OR-021,Gilliam County,Oregon,511,120,107,391
OR-023,Grant County,Oregon,159,54,104,105
OR-025,Harney County,Oregon,336,116,113,220
OR-027,Hood River County,Oregon,118,42,107,76
OR-029,Jackson County,Oregon,446,188,120,258
OR-031,Jefferson County,Oregon,272,105,113,167
OR-033,Josephine County,Oregon,418,217,123,201
OR-035,Klamath County,Oregon,169,83,119,86
OR-037,Lake County,Oregon,236,103,113,133
OR-039,Lane County,Oregon,168,77,114,91
OR-041,Lincoln County,Oregon,98,67,122,31
OR-043,Linn County,Oregon,163,66,110,97
OR-045,Malheur County,Oregon,510,116,108,394
OR-047,Marion County,Oregon,194,82,112,112
OR-049,Morrow County,Oregon,453,128,110,325
OR-051,Multnomah County,Oregon,274,98,112,176
OR-053,Polk County,Oregon,241,95,112,146
OR-055,Sherman County,Oregon,482,100,108,382
OR-057,Tillamook County,Oregon,54,39,119,15
OR-059,Umatilla County,Oregon,366,101,110,265
OR-061,Union County,Oregon,148,49,106,99
OR-063,Wallowa County,Oregon,140,47,104,93
OR-065,Wasco County,Oregon,343,105,110,238
OR-067,Washington County,Oregon,226,80,112,146
OR-069,Wheeler County,Oregon,314,118,115,196
OR-071,Yamhill County,Oregon,255,99,114,156
PA-001,Adams County,Pennsylvania,1014,314,123,700
PA-003,Allegheny County,Pennsylvania,879,191,110,688
PA-005,Armstrong County,Pennsylvania,676,168,112,508
PA-007,Beaver County,Pennsylvania,771,139,105,632
PA-009,Bedford County,Pennsylvania,779,231,125,548
PA-011,Berks County,Pennsylvania,991,323,123,668
PA-013,Blair County,Pennsylvania,662,198,120,464
PA-015,Bradford County,Pennsylvania,524,198,123,326
PA-017,Bucks County,Pennsylvania,1015,356,121,659
PA-019,Butler County,Pennsylvania,655,144,109,511
PA-021,Cambria County,Pennsylvania,498,168,121,330
PA-023,Cameron County,Pennsylvania,467,103,101,364
PA-025,Carbon County,Pennsylvania,526,193,119,333
PA-027,Centre County,Pennsylvania,625,175,119,450
PA-029,Chester County,Pennsylvania,1046,311,120,735
PA-031,Clarion County,Pennsylvania,562,177,117,385
PA-033,Clearfield County,Pennsylvania,513,164,118,349
PA-035,Clinton County,Pennsylvania,585,147,110,438
PA-037,Columbia County,Pennsylvania,688,231,126,457
PA-039,Crawford County,Pennsylvania,511,160,115,351
PA-041,Cumberland County,Pennsylvania,1022,297,121,725
PA-043,Dauphin County,Pennsylvania,970,330,125,640
PA-045,Delaware County,Pennsylvania,1226,320,119,906
PA-047,Elk County,Pennsylvania,467,188,125,279
PA-049,Erie County,Pennsylvania,566,198,121,368
PA-051,Fayette County,Pennsylvania,701,161,115,540
PA-053,Forest County,Pennsylvania,483,173,119,310
PA-055,Franklin County,Pennsylvania,934,250,117,684
PA-057,Fulton County,Pennsylvania,898,261,125,637
PA-059,Greene County,Pennsylvania,801,160,108,641
PA-061,Huntingdon County,Pennsylvania,801,217,119,584
PA-063,Indiana County,Pennsylvania,602,155,112,447
PA-065,Jefferson County,Pennsylvania,523,199,126,324
PA-067,Juniata County,Pennsylvania,860,196,115,664
PA-069,Lackawanna County,Pennsylvania,549,261,128,288
PA-071,Lancaster County,Pennsylvania,1056,327,124,729
PA-073,Lawrence County,Pennsylvania,673,137,105,536
PA-075,Lebanon County,Pennsylvania,980,351,127,629
PA-077,Lehigh County,Pennsylvania,892,295,120,597
PA-079,Luzerne County,Pennsylvania,562,219,124,343
PA-081,Lycoming County,Pennsylvania,610,206,126,404
PA-083,McKean County,Pennsylvania,396,170,125,226
PA-085,Mercer County,Pennsylvania,574,162,114,412
PA-087,Mifflin County,Pennsylvania,794,187,115,607
PA-089,Monroe County,Pennsylvania,457,176,118,281
PA-091,Montgomery County,Pennsylvania,1135,368,120,767
PA-093,Montour County,Pennsylvania,796,257,126,539
PA-095,Northampton County,Pennsylvania,774,269,118,505
PA-097,Northumberland County,Pennsylvania,794,255,126,539
PA-099,Perry County,Pennsylvania,910,245,121,665
PA-101,Philadelphia County,Pennsylvania,1271,353,119,918
PA-103,Pike County,Pennsylvania,466,192,122,274
PA-105,Potter County,Pennsylvania,385,114,110,271
PA-107,Schuylkill County,Pennsylvania,699,246,124,453
PA-109,Snyder County,Pennsylvania,811,223,120,588
PA-111,Somerset County,Pennsylvania,490,183,125,307
PA-113,Sullivan County,Pennsylvania,393,162,124,231
PA-115,Susquehanna County,Pennsylvania,506,202,125,304
PA-117,Tioga County,Pennsylvania,433,142,118,291
PA-119,Union County,Pennsylvania,771,245,126,526
PA-121,Venango County,Pennsylvania,546,171,115,375
PA-123,Warren County,Pennsylvania,443,159,119,284
PA-125,Washington County,Pennsylvania,808,169,110,639
PA-127,Wayne County,Pennsylvania,447,185,125,262
PA-129,Westmoreland County,Pennsylvania,769,183,119,586
PA-131,Wyoming County,Pennsylvania,600,262,128,338
PA-133,York County,Pennsylvania,1050,355,125,695
RI-001,Bristol County,Rhode Island,884,403,129,481
RI-003,Kent County,Rhode Island,758,376,128,382
RI-005,Newport County,Rhode Island,820,400,129,420
RI-007,Providence County,Rhode Island,751,355,129,396
RI-009,Washington County,Rhode Island,753,376,128,377
SC-001,Abbeville County,South Carolina,1789,21,68,1768
SC-003,Aiken County,South Carolina,2228,294,114,1934
SC-005,Allendale County,South Carolina,2322,322,116,2000
SC-007,Anderson County,South Carolina,1675,82,82,1593
SC-009,Bamberg County,South Carolina,2192,199,106,1993
SC-011,Barnwell County,South Carolina,2272,291,114,1981
SC-013,Beaufort County,South Carolina,2623,344,115,2279
SC-015,Berkeley County,South Carolina,2395,347,121,2048
SC-017,Calhoun County,South Carolina,2066,65,74,2001
SC-019,Charleston County,South Carolina,2493,375,121,2118
SC-021,Cherokee County,South Carolina,1537,58,80,1479
SC-023,Chester County,South Carolina,1623,-36,48,1659
SC-025,Chesterfield County,South Carolina,1841,147,96,1694
SC-027,Clarendon County,South Carolina,2116,131,92,1985
SC-029,Colleton County,South Carolina,2361,326,116,2035
SC-031,Darlington County,South Carolina,2057,222,108,1835
SC-033,Dillon County,South Carolina,2037,213,102,1824
SC-035,Dorchester County,South Carolina,2393,350,120,2043
SC-037,Edgefield County,South Carolina,2084,175,101,1909
SC-039,Fairfield County,South Carolina,1746,-49,45,1795
SC-041,Florence County,South Carolina,2167,236,110,1931
SC-043,Georgetown County,South Carolina,2070,97,87,1973
SC-045,Greenville County,South Carolina,1469,89,87,1380
SC-047,Greenwood County,South Carolina,1838,4,60,1834
SC-049,Hampton County,South Carolina,2352,313,116,2039
SC-051,Horry County,South Carolina,2026,159,97,1867
SC-053,Jasper County,South Carolina,2530,363,119,2167
SC-055,Kershaw County,South Carolina,1831,69,75,1762
SC-057,Lancaster County,South Carolina,1643,70,79,1573
SC-059,Laurens County,South Carolina,1716,-5,57,1721
SC-061,Lee County,South Carolina,1993,159,96,1834
SC-063,Lexington County,South Carolina,1966,92,78,1874
SC-065,McCormick County,South Carolina,1939,58,73,1881
SC-067,Marion County,South Carolina,2118,204,106,1914
SC-069,Marlboro County,South Carolina,1971,165,94,1806
SC-071,Newberry County,South Carolina,1824,15,63,1809
SC-073,Oconee County,South Carolina,1392,4,65,1388
SC-075,Orangeburg County,South Carolina,2156,149,98,2007
SC-077,Pickens County,South Carolina,1483,136,95,1347
SC-079,Richland County,South Carolina,1977,32,64,1945
SC-081,Saluda County,South Carolina,1920,84,85,1836
SC-083,Spartanburg County,South Carolina,1572,72,84,1500
SC-085,Sumter County,South Carolina,1996,71,75,1925
SC-087,Union County,South Carolina,1656,-9,55,1665
SC-089,Williamsburg County,South Carolina,2167,180,103,1987
SC-091,York County,South Carolina,1587,48,72,1539
SD-003,Aurora County,South Dakota,898,103,90,795
SD-005,Beadle County,South Dakota,842,101,91,741
SD-007,Bennett County,South Dakota,843,181,109,662
SD-009,Bon Homme County,South Dakota,1021,118,94,903
SD-011,Brookings County,South Dakota,719,145,111,574
SD-013,Brown County,South Dakota,771,189,117,582
SD-015,Brule County,South Dakota,940,112,91,828
SD-017,Buffalo County,South Dakota,834,45,77,789
SD-019,Butte County,South Dakota,720,150,105,570
SD-021,Campbell County,South Dakota,693,84,94,609
SD-023,Charles Mix County,South Dakota,1036,110,96,926
SD-025,Clark County,South Dakota,714,143,112,571
SD-027,Clay County,South Dakota,1022,145,105,877
SD-029,Codington County,South Dakota,641,159,115,482
SD-031,Corson County,South Dakota,688,56,85,632
SD-033,Custer County,South Dakota,625,162,113,463
SD-035,Davison County,South Dakota,888,50,78,838
SD-037,Day County,South Dakota,652,149,112,503
SD-039,Deuel County,South Dakota,658,155,114,503
SD-041,Dewey County,South Dakota,816,94,91,722
SD-043,Douglas County,South Dakota,948,84,87,864
SD-045,Edmunds County,South Dakota,720,120,105,600
SD-047,Fall River County,South Dakota,886,235,117,651
SD-049,Faulk County,South Dakota,747,106,98,641
SD-051,Grant County,South Dakota,720,183,117,537
SD-053,Gregory County,South Dakota,967,117,97,850
SD-055,Haakon County,South Dakota,858,53,75,805
SD-057,Hamlin County,South Dakota,669,153,114,516
SD-059,Hand County,South Dakota,770,61,85,709
SD-061,Hanson County,South Dakota,875,52,78,823
SD-063,Harding County,South Dakota,668,173,110,495
SD-065,Hughes County,South Dakota,884,64,83,820
SD-067,Hutchinson County,South Dakota,957,111,91,846
SD-069,Hyde County,South Dakota,730,48,80,682
SD-071,Jackson County,South Dakota,949,130,99,819
SD-073,Jerauld County,South Dakota,797,48,79,749
SD-075,Jones County,South Dakota,914,43,77,871
SD-077,Kingsbury County,South Dakota,719,98,95,621
SD-079,Lake County,South Dakota,737,86,96,651
SD-081,Lawrence County,South Dakota,349,74,99,275
SD-083,Lincoln County,South Dakota,919,148,104,771
SD-085,Lyman County,South Dakota,943,70,86,873
SD-087,McCook County,South Dakota,865,115,95,750
SD-089,McPherson County,South Dakota,629,110,104,519
SD-091,Marshall County,South Dakota,612,103,103,509
SD-093,Meade County,South Dakota,789,152,110,637
SD-095,Mellette County,South Dakota,956,88,88,868
SD-097,Miner County,South Dakota,791,56,85,735
SD-099,Minnehaha County,South Dakota,864,178,112,686
SD-101,Moody County,South Dakota,754,123,105,631
SD-102,Oglala Lakota County,South Dakota,942,241,117,701
SD-103,Pennington County,South Dakota,692,143,111,549
SD-105,Perkins County,South Dakota,641,82,88,559
SD-107,Potter County,South Dakota,729,82,90,647
SD-109,Roberts County,South Dakota,696,164,115,532
SD-111,Sanborn County,South Dakota,874,65,86,809
SD-115,Spink County,South Dakota,843,165,111,678
SD-117,Stanley County,South Dakota,908,60,79,848
SD-119,Sully County,South Dakota,809,63,82,746
SD-121,Todd County,South Dakota,884,132,106,752
SD-123,Tripp County,South Dakota,934,83,88,851
SD-125,Turner County,South Dakota,958,160,106,798
SD-127,Union County,South Dakota,999,145,104,854
SD-129,Walworth County,South Dakota,727,102,96,625
SD-135,Yankton County,South Dakota,1033,172,110,861
SD-137,Ziebach County,South Dakota,802,87,84,715
TN-001,Anderson County,Tennessee,1245,64,76,1181
TN-003,Bedford County,Tennessee,1484,55,80,1429
TN-005,Benton County,Tennessee,1533,22,65,1511
TN-007,Bledsoe County,Tennessee,1174,110,92,1064
TN-009,Blount County,Tennessee,1242,17,67,1225
TN-011,Bradley County,Tennessee,1585,109,88,1476
TN-013,Campbell County,Tennessee,958,2,66,956
TN-015,Cannon County,Tennessee,1357,55,79,1302
TN-017,Carroll County,Tennessee,1504,-32,52,1536
TN-019,Carter County,Tennessee,690,108,95,582
TN-021,Cheatham County,Tennessee,1575,130,88,1445
TN-023,Chester County,Tennessee,1605,24,65,1581
TN-025,Claiborne County,Tennessee,927,-85,38,1012
TN-027,Clay County,Tennessee,1339,25,72,1314
TN-029,Cocke County,Tennessee,1175,58,78,1117
TN-031,Coffee County,Tennessee,1277,28,71,1249
TN-033,Crockett County,Tennessee,1633,2,62,1631
TN-035,Cumberland County,Tennessee,912,27,75,885
TN-037,Davidson County,Tennessee,1613,105,83,1508
TN-039,Decatur County,Tennessee,1630,57,76,1573
TN-041,DeKalb County,Tennessee,1420,79,85,1341
TN-043,Dickson County,Tennessee,1485,142,96,1343
TN-045,Dyer County,Tennessee,1645,-37,55,1682
TN-047,Fayette County,Tennessee,1738,-11,61,1749
TN-049,Fentress County,Tennessee,1037,138,101,899
TN-051,Franklin County,Tennessee,1381,81,84,1300
TN-053,Gibson County,Tennessee,1551,-49,47,1600
TN-055,Giles County,Tennessee,1315,-108,30,1423
TN-057,Grainger County,Tennessee,1169,-2,62,1171
TN-059,Greene County,Tennessee,1157,16,65,1141
TN-061,Grundy County,Tennessee,1013,37,76,976
TN-063,Hamblen County,Tennessee,1268,16,67,1252
TN-065,Hamilton County,Tennessee,1581,154,93,1427
TN-067,Hancock County,Tennessee,1015,-31,54,1046
TN-069,Hardeman County,Tennessee,1680,30,68,1650
TN-071,Hardin County,Tennessee,1630,13,63,1617
TN-073,Hawkins County,Tennessee,1175,32,72,1143
TN-075,Haywood County,Tennessee,1704,31,66,1673
TN-077,Henderson County,Tennessee,1559,23,68,1536
TN-079,Henry County,Tennessee,1478,-54,49,1532
TN-081,Hickman County,Tennessee,1470,99,86,1371
TN-083,Houston County,Tennessee,1493,74,78,1419
TN-085,Humphreys County,Tennessee,1497,75,79,1422
TN-087,Jackson County,Tennessee,1391,19,72,1372
TN-089,Jefferson County,Tennessee,1391,86,82,1305
TN-091,Johnson County,Tennessee,564,141,112,423
TN-093,Knox County,Tennessee,1402,52,75,1350
TN-095,Lake County,Tennessee,1601,-100,37,1701
TN-097,Lauderdale County,Tennessee,1760,-5,62,1765
TN-099,Lawrence County,Tennessee,1380,18,67,1362
TN-101,Lewis County,Tennessee,1417,91,86,1326
TN-103,Lincoln County,Tennessee,1429,-58,43,1487
TN-105,Loudon County,Tennessee,1478,63,75,1415
TN-107,McMinn County,Tennessee,1558,144,94,1414
TN-109,McNairy County,Tennessee,1638,9,66,1629
TN-111,Macon County,Tennessee,1339,4,60,1335
TN-113,Madison County,Tennessee,1613,17,61,1596
TN-115,Marion County,Tennessee,1325,67,76,1258
TN-117,Marshall County,Tennessee,1468,39,77,1429
TN-119,Maury County,Tennessee,1455,59,78,1396
TN-121,Meigs County,Tennessee,1543,144,95,1399
TN-123,Monroe County,Tennessee,1266,49,75,1217
TN-125,Montgomery County,Tennessee,1546,114,83,1432
TN-127,Moore County,Tennessee,1418,36,72,1382
TN-129,Morgan County,Tennessee,1086,112,92,974
TN-131,Obion County,Tennessee,1502,-124,31,1626
TN-133,Overton County,Tennessee,1185,56,80,1129
TN-135,Perry County,Tennessee,1578,99,82,1479
TN-137,Pickett County,Tennessee,1246,140,99,1106
TN-139,Polk County,Tennessee,1341,32,73,1309
TN-141,Putnam County,Tennessee,1230,44,80,1186
TN-143,Rhea County,Tennessee,1349,112,91,1237
TN-145,Roane County,Tennessee,1459,117,87,1342
TN-147,Robertson County,Tennessee,1461,34,69,1427
TN-149,Rutherford County,Tennessee,1539,72,86,1467
TN-151,Scott County,Tennessee,984,92,89,892
TN-153,Sequatchie County,Tennessee,1172,96,89,1076
TN-155,Sevier County,Tennessee,1003,32,72,971
TN-157,Shelby County,Tennessee,1895,-46,51,1941
TN-159,Smith County,Tennessee,1473,18,70,1455
TN-161,Stewart County,Tennessee,1511,39,67,1472
TN-163,Sullivan County,Tennessee,1090,126,94,964
TN-165,Sumner County,Tennessee,1458,31,75,1427
TN-167,Tipton County,Tennessee,1811,-26,58,1837
TN-169,Trousdale County,Tennessee,1469,6,66,1463
TN-171,Unicoi County,Tennessee,624,38,77,586
TN-173,Union County,Tennessee,1135,-13,60,1148
TN-175,Van Buren County,Tennessee,1146,102,91,1044
TN-177,Warren County,Tennessee,1304,71,83,1233
TN-179,Washington County,Tennessee,1096,59,78,1037
TN-181,Wayne County,Tennessee,1510,65,78,1445
TN-183,Weakley County,Tennessee,1467,-120,30,1587
TN-185,White County,Tennessee,1251,70,84,1181
TN-187,Williamson County,Tennessee,1496,93,87,1403
TN-189,Wilson County,Tennessee,1498,27,72,1471
TX-001,Anderson County,Texas,2370,-77,42,2447
TX-003,Andrews County,Texas,2387,480,122,1907
TX-005,Angelina County,Texas,2650,185,101,2465
TX-007,Aransas County,Texas,3996,827,129,3169
TX-009,Archer County,Texas,2337,-107,45,2444
TX-011,Armstrong County,Texas,1903,377,121,1526
TX-013,Atascosa County,Texas,3445,250,102,3195
TX-015,Austin County,Texas,3124,324,111,2800
TX-017,Bailey County,Texas,1636,373,123,1263
TX-019,Bandera County,Texas,2741,339,110,2402
TX-021,Bastrop County,Texas,3174,415,117,2759
TX-023,Baylor County,Texas,2398,-51,58,2449
TX-025,Bee County,Texas,3680,450,119,3230
TX-027,Bell County,Texas,2869,343,113,2526
TX-029,Bexar County,Texas,3243,330,110,2913
TX-031,Blanco County,Texas,2683,174,98,2509
TX-033,Borden County,Texas,2353,197,99,2156
TX-035,Bosque County,Texas,2610,69,79,2541
TX-037,Bowie County,Texas,2087,-21,53,2108
TX-039,Brazoria County,Texas,3476,627,124,2849
TX-041,Brazos County,Texas,2928,230,107,2698
TX-043,Brewster County,Texas,2752,642,127,2110
TX-045,Briscoe County,Texas,2062,355,120,1707
TX-047,Brooks County,Texas,4352,706,121,3646
TX-049,Brown County,Texas,2552,191,98,2361
TX-051,Burleson County,Texas,2978,280,110,2698
TX-053,Burnet County,Texas,2738,185,93,2553
TX-055,Caldwell County,Texas,3327,496,123,2831
TX-057,Calhoun County,Texas,3833,819,128,3014
TX-059,Callahan County,Texas,2323,40,76,2283
TX-061,Cameron County,Texas,4558,697,124,3861
TX-063,Camp County,Texas,2280,38,76,2242
TX-065,Carson County,Texas,1804,398,122,1406
TX-067,Cass County,Texas,2129,-112,30,2241
TX-069,Castro County,Texas,1624,376,124,1248
TX-071,Chambers County,Texas,3302,581,127,2721
TX-073,Cherokee County,Texas,2435,29,63,2406
TX-075,Childress County,Texas,2338,191,101,2147
TX-077,Clay County,Texas,2265,-161,41,2426
TX-079,Cochran County,Texas,1727,393,122,1334
TX-081,Coke County,Texas,2624,310,111,2314
TX-083,Coleman County,Texas,2560,257,104,2303
TX-085,Collin County,Texas,2362,19,66,2343
TX-087,Collingsworth County,Texas,2069,183,100,1886
TX-089,Colorado County,Texas,3453,634,125,2819
TX-091,Comal County,Texas,2991,303,112,2688
TX-093,Comanche County,Texas,2514,152,89,2362
TX-095,Concho County,Texas,2633,338,111,2295
TX-097,Cooke County,Texas,2187,-142,38,2329
TX-099,Coryell County,Texas,2791,298,112,2493
TX-101,Cottle County,Texas,2416,167,99,2249
TX-103,Crane County,Texas,3063,614,124,2449
TX-105,Crockett County,Texas,2821,452,123,2369
TX-107,Crosby County,Texas,2056,287,112,1769
TX-109,Culberson County,Texas,2271,656,127,1615
TX-111,Dallam County,Texas,1340,246,113,1094
TX-113,Dallas County,Texas,2610,7,61,2603
TX-115,Dawson County,Texas,2193,241,105,1952
TX-117,Deaf Smith County,Texas,1574,423,124,1151
TX-119,Delta County,Texas,2253,11,64,2242
TX-121,Denton County,Texas,2455,-43,55,2498
TX-123,DeWitt County,Texas,3705,703,126,3002
TX-125,Dickens County,Texas,2287,222,105,2065
TX-127,Dimmit County,Texas,3952,485,119,3467
TX-129,Donley County,Texas,1976,280,112,1696
TX-131,Duval County,Texas,3867,429,115,3438
TX-133,Eastland County,Texas,2329,22,75,2307
TX-135,Ector County,Texas,2629,526,121,2103
TX-137,Edwards County,Texas,2707,446,123,2261
TX-139,Ellis County,Texas,2583,-78,48,2661
TX-141,El Paso County,Texas,2686,778,128,1908
TX-143,Erath County,Texas,2483,127,83,2356
TX-145,Falls County,Texas,2730,168,93,2562
TX-147,Fannin County,Texas,2244,35,67,2209
TX-149,Fayette County,Texas,3309,502,123,2807
TX-151,Fisher County,Texas,2580,311,112,2269
TX-153,Floyd County,Texas,1841,263,112,1578
TX-155,Foard County,Texas,2429,54,79,2375
TX-157,Fort Bend County,Texas,3469,624,123,2845
TX-159,Franklin County,Texas,2314,93,84,2221
TX-161,Freestone County,Texas,2458,-88,43,2546
TX-163,Frio County,Texas,3544,362,111,3182
TX-165,Gaines County,Texas,2146,415,120,1731
TX-167,Galveston County,Texas,3595,749,128,2846
TX-169,Garza County,Texas,2363,270,107,2093
TX-171,Gillespie County,Texas,2386,163,100,2223
TX-173,Glasscock County,Texas,2599,452,121,2147
TX-175,Goliad County,Texas,3794,680,127,3114
TX-177,Gonzales County,Texas,3548,587,126,2961
TX-179,Gray County,Texas,1840,339,117,1501
TX-181,Grayson County,Texas,2216,-88,51,2304
TX-183,Gregg County,Texas,2267,-143,30,2410
TX-185,Grimes County,Texas,2951,258,112,2693
TX-187,Guadalupe County,Texas,3340,440,122,2900
TX-189,Hale County,Texas,1782,336,121,1446
TX-191,Hall County,Texas,2284,252,107,2032
TX-193,Hamilton County,Texas,2620,220,104,2400
TX-195,Hansford County,Texas,1694,179,100,1515
TX-197,Hardeman County,Texas,2376,85,83,2291
TX-199,Hardin County,Texas,2871,353,120,2518
TX-201,Harris County,Texas,3433,612,125,2821
TX-203,Harrison County,Texas,2236,-177,22,2413
TX-205,Hartley County,Texas,1503,326,120,1177
TX-207,Haskell County,Texas,2469,43,74,2426
TX-209,Hays County,Texas,2919,281,108,2638
TX-211,Hemphill County,Texas,1751,127,89,1624
TX-213,Henderson County,Texas,2245,-189,24,2434
TX-215,Hidalgo County,Texas,4672,678,124,3994
TX-217,Hill County,Texas,2565,-86,46,2651
TX-219,Hockley County,Texas,1853,365,121,1488
TX-221,Hood County,Texas,2517,-32,59,2549
TX-223,Hopkins County,Texas,2260,23,63,2237
TX-225,Houston County,Texas,2584,34,66,2550
TX-227,Howard County,Texas,2440,215,102,2225
TX-229,Hudspeth County,Texas,2172,626,127,1546
TX-231,Hunt County,Texas,2299,29,68,2270
TX-233,Hutchinson County,Texas,2041,418,120,1623
TX-235,Irion County,Texas,2737,481,121,2256
TX-237,Jack County,Texas,2250,-75,50,2325
TX-239,Jackson County,Texas,3637,743,127,2894
TX-241,Jasper County,Texas,2677,302,117,2375
TX-243,Jeff Davis County,Texas,1924,633,127,1291
TX-245,Jefferson County,Texas,3119,440,124,2679
TX-247,Jim Hogg County,Texas,4204,553,117,3651
TX-249,Jim Wells County,Texas,4012,562,119,3450
TX-251,Johnson County,Texas,2472,-93,48,2565
TX-253,Jones County,Texas,2481,67,79,2414
TX-255,Karnes County,Texas,3592,494,123,3098
TX-257,Kaufman County,Texas,2442,-106,46,2548
TX-259,Kendall County,Texas,2637,220,105,2417
TX-261,Kenedy County,Texas,4322,737,124,3585
TX-263,Kent County,Texas,2545,295,109,2250
TX-265,Kerr County,Texas,2387,265,107,2122
TX-267,Kimble County,Texas,2511,391,118,2120
TX-269,King County,Texas,2512,204,102,2308
TX-271,Kinney County,Texas,3611,552,123,3059
TX-273,Kleberg County,Texas,4240,836,125,3404
TX-275,Knox County,Texas,2480,51,77,2429
TX-277,Lamar County,Texas,2149,-15,60,2164
TX-279,Lamb County,Texas,1704,347,121,1357
TX-281,Lampasas County,Texas,2706,228,103,2478
TX-283,La Salle County,Texas,3759,285,106,3474
TX-285,Lavaca County,Texas,3658,792,126,2866
TX-287,Lee County,Texas,3036,348,111,2688
TX-289,Leon County,Texas,2541,-32,54,2573
TX-291,Liberty County,Texas,3171,499,125,2672
TX-293,Limestone County,Texas,2539,-20,58,2559
TX-295,Lipscomb County,Texas,1628,54,76,1574
TX-297,Live Oak County,Texas,3658,333,111,3325
TX-299,Llano County,Texas,2790,225,101,2565
TX-301,Loving County,Texas,2881,697,127,2184
TX-303,Lubbock County,Texas,1977,398,121,1579
TX-305,Lynn County,Texas,2077,304,116,1773
TX-307,McCulloch County,Texas,2626,315,109,2311
TX-309,McLennan County,Texas,2702,118,90,2584
TX-311,McMullen County,Texas,3636,249,100,3387
TX-313,Madison County,Texas,2757,115,86,2642
TX-315,Marion County,Texas,2175,-192,20,2367
TX-317,Martin County,Texas,2455,347,117,2108
TX-319,Mason County,Texas,2586,251,106,2335
TX-321,Matagorda County,Texas,3445,579,124,2866
TX-323,Maverick County,Texas,4028,569,122,3459
TX-325,Medina County,Texas,3275,398,116,2877
TX-327,Menard County,Texas,2509,419,119,2090
TX-329,Midland County,Texas,2697,529,123,2168
TX-331,Milam County,Texas,2925,335,113,2590
TX-333,Mills County,Texas,2558,192,100,2366
TX-335,Mitchell County,Texas,2622,345,118,2277
TX-337,Montague County,Texas,2207,-107,40,2314
TX-339,Montgomery County,Texas,3205,481,125,2724
TX-341,Moore County,Texas,1784,366,120,1418
TX-343,Morris County,Texas,2224,1,59,2223
TX-345,Motley County,Texas,2235,212,104,2023
TX-347,Nacogdoches County,Texas,2356,-37,47,2393
TX-349,Navarro County,Texas,2530,-91,46,2621
TX-351,Newton County,Texas,2704,340,119,2364
TX-353,Nolan County,Texas,2433,321,112,2112
TX-355,Nueces County,Texas,4073,704,125,3369
TX-357,Ochiltree County,Texas,1629,91,85,1538
TX-359,Oldham County,Texas,1680,364,124,1316
TX-361,Orange County,Texas,2980,395,123,2585
TX-363,Palo Pinto County,Texas,2464,22,67,2442
TX-365,Panola County,Texas,2317,-102,37,2419
TX-367,Parker County,Texas,2393,-91,51,2484
